"Genotype","Environment","Year","Rep","Block","Row","Col","trait","value","PopGroup"
"Mb-109","Brau-2014","2014",NA,"1","12","2","FW",0.17,"M. sinensis"
"Mb-109","Brau-2014","2014",NA,"1","12","2","MC",31.3364,"M. sinensis"
"Mb-110","Brau-2014","2014",NA,"1","11","2","DM",0.258964,"M. sinensis"
"Mb-110","Brau-2014","2014",NA,"1","11","2","FW",0.34,"M. sinensis"
"Mb-110","Brau-2014","2014",NA,"1","11","2","MC",23.8342,"M. sinensis"
"Mb-111","Brau-2014","2014",NA,"1","10","2","DM",0.149195,"M. sinensis"
"Mb-111","Brau-2014","2014",NA,"1","10","2","FW",0.19,"M. sinensis"
"Mb-111","Brau-2014","2014",NA,"1","10","2","MC",21.4765,"M. sinensis"
"Mb-113","Brau-2014","2014",NA,"1","9","2","DM",0.133044,"M. sinensis"
"Mb-113","Brau-2014","2014",NA,"1","9","2","FW",0.17,"M. sinensis"
"Mb-113","Brau-2014","2014",NA,"1","9","2","MC",21.7391,"M. sinensis"
"Mb-115","Brau-2014","2014",NA,"1","8","2","DM",0.0674782,"M. sinensis"
"Mb-115","Brau-2014","2014",NA,"1","8","2","FW",0.08,"M. sinensis"
"Mb-115","Brau-2014","2014",NA,"1","8","2","MC",15.6522,"M. sinensis"
"Mb-140","Brau-2014","2014",NA,"1","5","2","DM",0.37,"M. sacchariflorus"
"Mb-140","Brau-2014","2014",NA,"1","5","2","FW",0.37,"M. sacchariflorus"
"Mb-142","Brau-2014","2014",NA,"1","4","2","DM",0.22575,"M. sacchariflorus"
"Mb-142","Brau-2014","2014",NA,"1","4","2","FW",0.28,"M. sacchariflorus"
"Mb-142","Brau-2014","2014",NA,"1","4","2","MC",19.375,"M. sacchariflorus"
"Mb-144","Brau-2014","2014",NA,"1","3","2","DM",0.3058,"M. sacchariflorus"
"Mb-144","Brau-2014","2014",NA,"1","3","2","FW",0.44,"M. sacchariflorus"
"Mb-144","Brau-2014","2014",NA,"1","3","2","MC",30.5,"M. sacchariflorus"
"Mb-146","Brau-2014","2014",NA,"1","2","2","DM",0.372836,"M. sacchariflorus"
"Mb-146","Brau-2014","2014",NA,"1","2","2","FW",0.47,"M. sacchariflorus"
"Mb-146","Brau-2014","2014",NA,"1","2","2","MC",20.6731,"M. sacchariflorus"
"Mb-147","Brau-2014","2014",NA,"1","2","3","DM",0.61,"M. x gig"
"Mb-147","Brau-2014","2014",NA,"1","2","3","FW",0.61,"M. x gig"
"Mb-148","Brau-2014","2014",NA,"1","3","3","DM",0.713905,"M. x gig"
"Mb-148","Brau-2014","2014",NA,"1","3","3","FW",0.99,"M. x gig"
"Mb-148","Brau-2014","2014",NA,"1","3","3","MC",27.8884,"M. x gig"
"Mb-149","Brau-2014","2014",NA,"1","4","3","DM",0.397059,"M. x gig"
"Mb-149","Brau-2014","2014",NA,"1","4","3","FW",0.54,"M. x gig"
"Mb-149","Brau-2014","2014",NA,"1","4","3","MC",26.4706,"M. x gig"
"Mb-166","Brau-2014","2014",NA,"1","5","3","DM",0.0896202,"M. sacchariflorus"
"Mb-166","Brau-2014","2014",NA,"1","5","3","FW",0.12,"M. sacchariflorus"
"Mb-166","Brau-2014","2014",NA,"1","5","3","MC",25.3165,"M. sacchariflorus"
"Mb-167","Brau-2014","2014",NA,"1","6","3","DM",0.232152,"M. sinensis"
"Mb-167","Brau-2014","2014",NA,"1","6","3","FW",0.31,"M. sinensis"
"Mb-167","Brau-2014","2014",NA,"1","6","3","MC",25.1121,"M. sinensis"
"Mb-177","Brau-2014","2014",NA,"1","7","3","DM",0.178095,"M. sacchariflorus"
"Mb-177","Brau-2014","2014",NA,"1","7","3","FW",0.22,"M. sacchariflorus"
"Mb-177","Brau-2014","2014",NA,"1","7","3","MC",19.0476,"M. sacchariflorus"
"Mb-99","Brau-2014","2014",NA,"1","8","3","DM",0.26366,"M. sinensis"
"Mb-99","Brau-2014","2014",NA,"1","8","3","FW",0.33,"M. sinensis"
"Mb-99","Brau-2014","2014",NA,"1","8","3","MC",20.1031,"M. sinensis"
"Mb-188","Brau-2014","2014",NA,"1","10","3","DM",0.195026,"M. x gig"
"Mb-188","Brau-2014","2014",NA,"1","10","3","FW",0.25,"M. x gig"
"Mb-188","Brau-2014","2014",NA,"1","10","3","MC",21.9895,"M. x gig"
"Mb-221","Brau-2014","2014",NA,"1","11","3","DM",0.091826,"M. sinensis"
"Mb-221","Brau-2014","2014",NA,"1","11","3","FW",0.12,"M. sinensis"
"Mb-221","Brau-2014","2014",NA,"1","11","3","MC",23.4783,"M. sinensis"
"Mb-226","Brau-2014","2014",NA,"1","12","3","DM",0.534483,"M. sacchariflorus"
"Mb-226","Brau-2014","2014",NA,"1","12","3","FW",0.62,"M. sacchariflorus"
"Mb-226","Brau-2014","2014",NA,"1","12","3","MC",13.7931,"M. sacchariflorus"
"Mb-229","Brau-2014","2014",NA,"1","13","3","DM",0.051827,"M. sinensis"
"Mb-229","Brau-2014","2014",NA,"1","13","3","FW",0.07,"M. sinensis"
"Mb-229","Brau-2014","2014",NA,"1","13","3","MC",25.9615,"M. sinensis"
"Mb-255","Brau-2014","2014",NA,"1","15","3","DM",0.0511765,"M. sinensis"
"Mb-255","Brau-2014","2014",NA,"1","15","3","FW",0.06,"M. sinensis"
"Mb-255","Brau-2014","2014",NA,"1","15","3","MC",14.7059,"M. sinensis"
"Mb-272","Brau-2014","2014",NA,"1","16","3","DM",0.0752688,"M. sacchariflorus"
"Mb-272","Brau-2014","2014",NA,"1","16","3","FW",0.1,"M. sacchariflorus"
"Mb-272","Brau-2014","2014",NA,"1","16","3","MC",24.7312,"M. sacchariflorus"
"Mb-297","Brau-2014","2014",NA,"1","17","3","DM",0.0527398,"M. sacchariflorus"
"Mb-297","Brau-2014","2014",NA,"1","17","3","FW",0.07,"M. sacchariflorus"
"Mb-297","Brau-2014","2014",NA,"1","17","3","MC",24.6575,"M. sacchariflorus"
"Mb-306","Brau-2014","2014",NA,"1","17","4","DM",0.20819,"M. sinensis"
"Mb-306","Brau-2014","2014",NA,"1","17","4","FW",0.23,"M. sinensis"
"Mb-306","Brau-2014","2014",NA,"1","17","4","MC",9.48276,"M. sinensis"
"Mb-307","Brau-2014","2014",NA,"1","16","4","DM",1.14216,"M. x gig"
"Mb-307","Brau-2014","2014",NA,"1","16","4","FW",1.62,"M. x gig"
"Mb-307","Brau-2014","2014",NA,"1","16","4","MC",29.4964,"M. x gig"
"Mb-309","Brau-2014","2014",NA,"1","14","4","DM",0.546597,"M. x gig"
"Mb-309","Brau-2014","2014",NA,"1","14","4","FW",0.72,"M. x gig"
"Mb-309","Brau-2014","2014",NA,"1","14","4","MC",24.0838,"M. x gig"
"Mb-310","Brau-2014","2014",NA,"1","13","4","DM",0.488572,"M. x gig"
"Mb-310","Brau-2014","2014",NA,"1","13","4","FW",0.6,"M. x gig"
"Mb-310","Brau-2014","2014",NA,"1","13","4","MC",18.5714,"M. x gig"
"Mb-353","Brau-2014","2014",NA,"1","11","4","DM",0.3075,"M. sacchariflorus"
"Mb-353","Brau-2014","2014",NA,"1","11","4","FW",0.39,"M. sacchariflorus"
"Mb-353","Brau-2014","2014",NA,"1","11","4","MC",21.1538,"M. sacchariflorus"
"Mb-383_1","Brau-2014","2014",NA,"1","8","4","DM",0.498017,"M. sacchariflorus"
"Mb-383_1","Brau-2014","2014",NA,"1","8","4","FW",0.53,"M. sacchariflorus"
"Mb-383_1","Brau-2014","2014",NA,"1","8","4","MC",6.03448,"M. sacchariflorus"
"Mb-391","Brau-2014","2014",NA,"1","7","4","DM",0.318966,"M. sacchariflorus"
"Mb-391","Brau-2014","2014",NA,"1","7","4","FW",0.37,"M. sacchariflorus"
"Mb-391","Brau-2014","2014",NA,"1","7","4","MC",13.7931,"M. sacchariflorus"
"Mb-393_1","Brau-2014","2014",NA,"1","6","4","DM",0.236667,"M. sacchariflorus"
"Mb-393_1","Brau-2014","2014",NA,"1","6","4","FW",0.27,"M. sacchariflorus"
"Mb-393_1","Brau-2014","2014",NA,"1","6","4","MC",12.3457,"M. sacchariflorus"
"Mb-397","Brau-2014","2014",NA,"1","5","4","DM",0.307535,"M. sacchariflorus"
"Mb-397","Brau-2014","2014",NA,"1","5","4","FW",0.38,"M. sacchariflorus"
"Mb-397","Brau-2014","2014",NA,"1","5","4","MC",19.0698,"M. sacchariflorus"
"Mb-399","Brau-2014","2014",NA,"1","4","4","DM",0.412577,"M. sacchariflorus"
"Mb-399","Brau-2014","2014",NA,"1","4","4","FW",0.46,"M. sacchariflorus"
"Mb-399","Brau-2014","2014",NA,"1","4","4","MC",10.3093,"M. sacchariflorus"
"Mb-99","Brau-2014","2014",NA,"1","3","4","DM",0.375337,"M. sinensis"
"Mb-99","Brau-2014","2014",NA,"1","3","4","FW",0.51,"M. sinensis"
"Mb-99","Brau-2014","2014",NA,"1","3","4","MC",26.4045,"M. sinensis"
"Mb-401","Brau-2014","2014",NA,"1","2","4","DM",0.158846,"M. sacchariflorus"
"Mb-401","Brau-2014","2014",NA,"1","2","4","FW",0.21,"M. sacchariflorus"
"Mb-401","Brau-2014","2014",NA,"1","2","4","MC",24.359,"M. sacchariflorus"
"Mb-411","Brau-2014","2014",NA,"1","2","5","DM",0.208773,"M. sacchariflorus"
"Mb-411","Brau-2014","2014",NA,"1","2","5","FW",0.26,"M. sacchariflorus"
"Mb-411","Brau-2014","2014",NA,"1","2","5","MC",19.7026,"M. sacchariflorus"
"Mb-425_1","Brau-2014","2014",NA,"1","4","5","DM",0.22551,"M. sacchariflorus"
"Mb-425_1","Brau-2014","2014",NA,"1","4","5","FW",0.26,"M. sacchariflorus"
"Mb-425_1","Brau-2014","2014",NA,"1","4","5","MC",13.2653,"M. sacchariflorus"
"Mb-427_1","Brau-2014","2014",NA,"1","5","5","DM",0.10375,"M. sacchariflorus"
"Mb-427_1","Brau-2014","2014",NA,"1","5","5","FW",0.12,"M. sacchariflorus"
"Mb-427_1","Brau-2014","2014",NA,"1","5","5","MC",13.5417,"M. sacchariflorus"
"Mb-431_1","Brau-2014","2014",NA,"1","6","5","DM",0.068543,"M. sacchariflorus"
"Mb-431_1","Brau-2014","2014",NA,"1","6","5","FW",0.09,"M. sacchariflorus"
"Mb-431_1","Brau-2014","2014",NA,"1","6","5","MC",23.8411,"M. sacchariflorus"
"Mb-434_1","Brau-2014","2014",NA,"1","9","5","DM",0.176344,"M. sinensis"
"Mb-434_1","Brau-2014","2014",NA,"1","9","5","FW",0.2,"M. sinensis"
"Mb-434_1","Brau-2014","2014",NA,"1","9","5","MC",11.828,"M. sinensis"
"Mx-437_90","Brau-2014","2014",NA,"1","10","5","DM",0.716292,"M. x gig"
"Mx-437_90","Brau-2014","2014",NA,"1","10","5","FW",0.85,"M. x gig"
"Mx-437_90","Brau-2014","2014",NA,"1","10","5","MC",15.7303,"M. x gig"
"Mb-485_1","Brau-2014","2014",NA,"1","11","5","DM",0.276825,"M. sacchariflorus"
"Mb-485_1","Brau-2014","2014",NA,"1","11","5","FW",0.32,"M. sacchariflorus"
"Mb-485_1","Brau-2014","2014",NA,"1","11","5","MC",13.4921,"M. sacchariflorus"
"Mb-486","Brau-2014","2014",NA,"1","12","5","DM",0.460492,"M. sacchariflorus"
"Mb-486","Brau-2014","2014",NA,"1","12","5","FW",0.53,"M. sacchariflorus"
"Mb-486","Brau-2014","2014",NA,"1","12","5","MC",13.1148,"M. sacchariflorus"
"Mb-488_15","Brau-2014","2014",NA,"1","13","5","DM",0.331311,"M. sacchariflorus"
"Mb-488_15","Brau-2014","2014",NA,"1","13","5","FW",0.39,"M. sacchariflorus"
"Mb-488_15","Brau-2014","2014",NA,"1","13","5","MC",15.0485,"M. sacchariflorus"
"Mb-490_10","Brau-2014","2014",NA,"1","15","5","DM",0.371739,"M. sacchariflorus"
"Mb-490_10","Brau-2014","2014",NA,"1","15","5","FW",0.45,"M. sacchariflorus"
"Mb-490_10","Brau-2014","2014",NA,"1","15","5","MC",17.3913,"M. sacchariflorus"
"Mb-490_10","Brau-2014","2014",NA,"1","16","5","DM",0.321634,"M. sacchariflorus"
"Mb-490_10","Brau-2014","2014",NA,"1","16","5","FW",0.37,"M. sacchariflorus"
"Mb-490_10","Brau-2014","2014",NA,"1","16","5","MC",13.0719,"M. sacchariflorus"
"Mb-494_1","Brau-2014","2014",NA,"1","17","5","DM",0.164571,"M. sacchariflorus"
"Mb-494_1","Brau-2014","2014",NA,"1","17","5","FW",0.24,"M. sacchariflorus"
"Mb-494_1","Brau-2014","2014",NA,"1","17","5","MC",31.4286,"M. sacchariflorus"
"Mb-498_1","Brau-2014","2014",NA,"1","17","6","DM",0.0265714,"M. sacchariflorus"
"Mb-498_1","Brau-2014","2014",NA,"1","17","6","FW",0.03,"M. sacchariflorus"
"Mb-498_1","Brau-2014","2014",NA,"1","17","6","MC",11.4286,"M. sacchariflorus"
"Mb-502_1","Brau-2014","2014",NA,"1","16","6","DM",0.815538,"M. sacchariflorus"
"Mb-502_1","Brau-2014","2014",NA,"1","16","6","FW",0.93,"M. sacchariflorus"
"Mb-502_1","Brau-2014","2014",NA,"1","16","6","MC",12.3077,"M. sacchariflorus"
"Mb-505_1","Brau-2014","2014",NA,"1","15","6","DM",0.383091,"M. sacchariflorus"
"Mb-505_1","Brau-2014","2014",NA,"1","15","6","FW",0.43,"M. sacchariflorus"
"Mb-505_1","Brau-2014","2014",NA,"1","15","6","MC",10.9091,"M. sacchariflorus"
"Mb-99","Brau-2014","2014",NA,"1","14","6","DM",0.211147,"M. sinensis"
"Mb-99","Brau-2014","2014",NA,"1","14","6","FW",0.28,"M. sinensis"
"Mb-99","Brau-2014","2014",NA,"1","14","6","MC",24.5902,"M. sinensis"
"Mb-508","Brau-2014","2014",NA,"1","13","6","DM",0.186667,"M. sacchariflorus"
"Mb-508","Brau-2014","2014",NA,"1","13","6","FW",0.21,"M. sacchariflorus"
"Mb-508","Brau-2014","2014",NA,"1","13","6","MC",11.1111,"M. sacchariflorus"
"Mb-526_13","Brau-2014","2014",NA,"1","10","6","DM",0.0672341,"M. sinensis"
"Mb-526_13","Brau-2014","2014",NA,"1","10","6","FW",0.08,"M. sinensis"
"Mb-526_13","Brau-2014","2014",NA,"1","10","6","MC",15.9574,"M. sinensis"
"Mb-527_1","Brau-2014","2014",NA,"1","9","6","DM",0.227595,"M. sinensis"
"Mb-527_1","Brau-2014","2014",NA,"1","9","6","FW",0.31,"M. sinensis"
"Mb-527_1","Brau-2014","2014",NA,"1","9","6","MC",26.5823,"M. sinensis"
"Mb-533_1","Brau-2014","2014",NA,"1","8","6","DM",0.0727273,"M. sinensis"
"Mb-533_1","Brau-2014","2014",NA,"1","8","6","FW",0.1,"M. sinensis"
"Mb-533_1","Brau-2014","2014",NA,"1","8","6","MC",27.2727,"M. sinensis"
"Mb-539_1","Brau-2014","2014",NA,"1","7","6","DM",0.018,"M. sinensis"
"Mb-539_1","Brau-2014","2014",NA,"1","7","6","FW",0.02,"M. sinensis"
"Mb-539_1","Brau-2014","2014",NA,"1","7","6","MC",10,"M. sinensis"
"Mb-628_1","Brau-2014","2014",NA,"1","4","6","DM",0.237831,"M. sacchariflorus"
"Mb-628_1","Brau-2014","2014",NA,"1","4","6","FW",0.28,"M. sacchariflorus"
"Mb-628_1","Brau-2014","2014",NA,"1","4","6","MC",15.0602,"M. sacchariflorus"
"Mb-770_18","Brau-2014","2014",NA,"1","4","7","DM",0.225661,"M. sacchariflorus"
"Mb-770_18","Brau-2014","2014",NA,"1","4","7","FW",0.26,"M. sacchariflorus"
"Mb-770_18","Brau-2014","2014",NA,"1","4","7","MC",13.2075,"M. sacchariflorus"
"Mb-779_14","Brau-2014","2014",NA,"1","8","7","DM",0.157265,"M. sacchariflorus"
"Mb-779_14","Brau-2014","2014",NA,"1","8","7","FW",0.23,"M. sacchariflorus"
"Mb-779_14","Brau-2014","2014",NA,"1","8","7","MC",31.6239,"M. sacchariflorus"
"Mb-99","Brau-2014","2014",NA,"1","10","7","DM",0.240863,"M. sinensis"
"Mb-99","Brau-2014","2014",NA,"1","10","7","FW",0.31,"M. sinensis"
"Mb-99","Brau-2014","2014",NA,"1","10","7","MC",22.3022,"M. sinensis"
"Mb-787_13","Brau-2014","2014",NA,"1","13","7","DM",0.411705,"M. sacchariflorus"
"Mb-787_13","Brau-2014","2014",NA,"1","13","7","FW",0.47,"M. sacchariflorus"
"Mb-787_13","Brau-2014","2014",NA,"1","13","7","MC",12.4031,"M. sacchariflorus"
"Mb-810_11","Brau-2014","2014",NA,"1","17","7","DM",0.34,"M. sacchariflorus"
"Mb-810_11","Brau-2014","2014",NA,"1","17","7","FW",0.34,"M. sacchariflorus"
"Mb-819_19","Brau-2014","2014",NA,"1","16","8","DM",0.271846,"M. sacchariflorus"
"Mb-819_19","Brau-2014","2014",NA,"1","16","8","FW",0.31,"M. sacchariflorus"
"Mb-819_19","Brau-2014","2014",NA,"1","16","8","MC",12.3077,"M. sacchariflorus"
"Mb-819_19","Brau-2014","2014",NA,"1","15","8","DM",0.230286,"M. sacchariflorus"
"Mb-819_19","Brau-2014","2014",NA,"1","15","8","FW",0.26,"M. sacchariflorus"
"Mb-819_19","Brau-2014","2014",NA,"1","15","8","MC",11.4286,"M. sacchariflorus"
"Mb-884_1","Brau-2014","2014",NA,"1","6","8","DM",0.175,"M. sacchariflorus"
"Mb-884_1","Brau-2014","2014",NA,"1","6","8","FW",0.2,"M. sacchariflorus"
"Mb-884_1","Brau-2014","2014",NA,"1","6","8","MC",12.5,"M. sacchariflorus"
"Mb-893_11","Brau-2014","2014",NA,"1","3","9","DM",0.123357,"M. sinensis"
"Mb-893_11","Brau-2014","2014",NA,"1","3","9","FW",0.18,"M. sinensis"
"Mb-893_11","Brau-2014","2014",NA,"1","3","9","MC",31.4685,"M. sinensis"
"Mb-910_11","Brau-2014","2014",NA,"1","7","9","DM",0.1863,"M. sinensis"
"Mb-910_11","Brau-2014","2014",NA,"1","7","9","FW",0.27,"M. sinensis"
"Mb-910_11","Brau-2014","2014",NA,"1","7","9","MC",31,"M. sinensis"
"Mb-913_17","Brau-2014","2014",NA,"1","8","9","DM",0.3608,"M. sacchariflorus"
"Mb-913_17","Brau-2014","2014",NA,"1","8","9","FW",0.41,"M. sacchariflorus"
"Mb-913_17","Brau-2014","2014",NA,"1","8","9","MC",12,"M. sacchariflorus"
"Mb-914_13","Brau-2014","2014",NA,"1","9","9","DM",0.182744,"M. sinensis"
"Mb-914_13","Brau-2014","2014",NA,"1","9","9","FW",0.27,"M. sinensis"
"Mb-914_13","Brau-2014","2014",NA,"1","9","9","MC",32.3171,"M. sinensis"
"Mb-930","Brau-2014","2014",NA,"1","16","9","DM",0.0121154,"M. sinensis"
"Mb-930","Brau-2014","2014",NA,"1","16","9","FW",0.015,"M. sinensis"
"Mb-930","Brau-2014","2014",NA,"1","16","9","MC",19.2308,"M. sinensis"
"Mb-931_12","Brau-2014","2014",NA,"1","17","9","DM",0.124445,"M. sinensis"
"Mb-931_12","Brau-2014","2014",NA,"1","17","9","FW",0.24,"M. sinensis"
"Mb-931_12","Brau-2014","2014",NA,"1","17","9","MC",48.1481,"M. sinensis"
"Mb-931_12","Brau-2014","2014",NA,"1","17","10","DM",0.0947458,"M. sinensis"
"Mb-931_12","Brau-2014","2014",NA,"1","17","10","FW",0.13,"M. sinensis"
"Mb-931_12","Brau-2014","2014",NA,"1","17","10","MC",27.1186,"M. sinensis"
"Mb-933_11","Brau-2014","2014",NA,"1","16","10","DM",0.0902479,"M. sinensis"
"Mb-933_11","Brau-2014","2014",NA,"1","16","10","FW",0.12,"M. sinensis"
"Mb-933_11","Brau-2014","2014",NA,"1","16","10","MC",24.7934,"M. sinensis"
"Mb-935_13","Brau-2014","2014",NA,"1","14","10","DM",0.371304,"M. sinensis"
"Mb-935_13","Brau-2014","2014",NA,"1","14","10","FW",0.42,"M. sinensis"
"Mb-935_13","Brau-2014","2014",NA,"1","14","10","MC",11.5942,"M. sinensis"
"Mb-935_13","Brau-2014","2014",NA,"2","31","10","DM",0.0280702,"M. sinensis"
"Mb-935_13","Brau-2014","2014",NA,"2","31","10","FW",0.04,"M. sinensis"
"Mb-935_13","Brau-2014","2014",NA,"2","31","10","MC",29.8246,"M. sinensis"
"Mb-956_19","Brau-2014","2014",NA,"1","10","10","DM",0.205357,"M. sacchariflorus"
"Mb-956_19","Brau-2014","2014",NA,"1","10","10","FW",0.23,"M. sacchariflorus"
"Mb-956_19","Brau-2014","2014",NA,"1","10","10","MC",10.7143,"M. sacchariflorus"
"Mb-956_19","Brau-2014","2014",NA,"1","9","10","DM",0.412208,"M. sacchariflorus"
"Mb-956_19","Brau-2014","2014",NA,"1","9","10","FW",0.46,"M. sacchariflorus"
"Mb-956_19","Brau-2014","2014",NA,"1","9","10","MC",10.3896,"M. sacchariflorus"
"Mb-958_19","Brau-2014","2014",NA,"1","7","10","DM",0.460685,"M. sacchariflorus"
"Mb-958_19","Brau-2014","2014",NA,"1","7","10","FW",0.57,"M. sacchariflorus"
"Mb-958_19","Brau-2014","2014",NA,"1","7","10","MC",19.1781,"M. sacchariflorus"
"Mb-960_20","Brau-2014","2014",NA,"1","5","10","DM",0.135549,"M. sinensis"
"Mb-960_20","Brau-2014","2014",NA,"1","5","10","FW",0.19,"M. sinensis"
"Mb-960_20","Brau-2014","2014",NA,"1","5","10","MC",28.6585,"M. sinensis"
"Mb-961_16","Brau-2014","2014",NA,"1","4","10","DM",0.0636364,"M. sacchariflorus"
"Mb-961_16","Brau-2014","2014",NA,"1","4","10","FW",0.08,"M. sacchariflorus"
"Mb-961_16","Brau-2014","2014",NA,"1","4","10","MC",20.4545,"M. sacchariflorus"
"Mb-965_15","Brau-2014","2014",NA,"1","2","11","DM",0.220885,"M. sacchariflorus"
"Mb-965_15","Brau-2014","2014",NA,"1","2","11","FW",0.26,"M. sacchariflorus"
"Mb-965_15","Brau-2014","2014",NA,"1","2","11","MC",15.0442,"M. sacchariflorus"
"Mb-969_18","Brau-2014","2014",NA,"1","4","11","DM",0.302913,"M. sacchariflorus"
"Mb-969_18","Brau-2014","2014",NA,"1","4","11","FW",0.39,"M. sacchariflorus"
"Mb-969_18","Brau-2014","2014",NA,"1","4","11","MC",22.3301,"M. sacchariflorus"
"Mb-974_19","Brau-2014","2014",NA,"1","6","11","DM",0.110943,"M. sinensis"
"Mb-974_19","Brau-2014","2014",NA,"1","6","11","FW",0.14,"M. sinensis"
"Mb-974_19","Brau-2014","2014",NA,"1","6","11","MC",20.7547,"M. sinensis"
"Mb-1037_52","Brau-2014","2014",NA,"1","14","11","DM",0.374815,"M. sacchariflorus"
"Mb-1037_52","Brau-2014","2014",NA,"1","14","11","FW",0.44,"M. sacchariflorus"
"Mb-1037_52","Brau-2014","2014",NA,"1","14","11","MC",14.8148,"M. sacchariflorus"
"Mb-1037_52","Brau-2014","2014",NA,"1","15","11","DM",0.135652,"M. sacchariflorus"
"Mb-1037_52","Brau-2014","2014",NA,"1","15","11","FW",0.16,"M. sacchariflorus"
"Mb-1037_52","Brau-2014","2014",NA,"1","15","11","MC",15.2174,"M. sacchariflorus"
"Mb-1040_17","Brau-2014","2014",NA,"1","16","11","DM",0.0790909,"M. sacchariflorus"
"Mb-1040_17","Brau-2014","2014",NA,"1","16","11","FW",0.1,"M. sacchariflorus"
"Mb-1040_17","Brau-2014","2014",NA,"1","16","11","MC",20.9091,"M. sacchariflorus"
"Mb-1043_32","Brau-2014","2014",NA,"1","17","11","DM",0.171667,"M. sacchariflorus"
"Mb-1043_32","Brau-2014","2014",NA,"1","17","11","FW",0.2,"M. sacchariflorus"
"Mb-1043_32","Brau-2014","2014",NA,"1","17","11","MC",14.1667,"M. sacchariflorus"
"Mb-1044_50","Brau-2014","2014",NA,"1","17","12","DM",0.421978,"M. sacchariflorus"
"Mb-1044_50","Brau-2014","2014",NA,"1","17","12","FW",0.48,"M. sacchariflorus"
"Mb-1044_50","Brau-2014","2014",NA,"1","17","12","MC",12.0879,"M. sacchariflorus"
"Mb-1056_31","Brau-2014","2014",NA,"1","14","12","DM",0.1034,"M. sacchariflorus"
"Mb-1056_31","Brau-2014","2014",NA,"1","14","12","FW",0.11,"M. sacchariflorus"
"Mb-1056_31","Brau-2014","2014",NA,"1","14","12","MC",6,"M. sacchariflorus"
"Mb-1067_18","Brau-2014","2014",NA,"1","11","12","DM",0.177627,"M. sacchariflorus"
"Mb-1067_18","Brau-2014","2014",NA,"1","11","12","FW",0.24,"M. sacchariflorus"
"Mb-1067_18","Brau-2014","2014",NA,"1","11","12","MC",25.9887,"M. sacchariflorus"
"Mb-1086_54","Brau-2014","2014",NA,"1","7","12","DM",0.751926,"M. x gig"
"Mb-1086_54","Brau-2014","2014",NA,"1","7","12","FW",1.09,"M. x gig"
"Mb-1086_54","Brau-2014","2014",NA,"1","7","12","MC",31.016,"M. x gig"
"Mb-1130_51","Brau-2014","2014",NA,"1","9","13","DM",0.149837,"M. x gig"
"Mb-1130_51","Brau-2014","2014",NA,"1","9","13","FW",0.19,"M. x gig"
"Mb-1130_51","Brau-2014","2014",NA,"1","9","13","MC",21.1382,"M. x gig"
"Mb-1132_52","Brau-2014","2014",NA,"1","11","13","DM",0.328395,"M. x gig"
"Mb-1132_52","Brau-2014","2014",NA,"1","11","13","FW",0.38,"M. x gig"
"Mb-1132_52","Brau-2014","2014",NA,"1","11","13","MC",13.5802,"M. x gig"
"Mb-1147_12","Brau-2014","2014",NA,"1","16","13","DM",0.152778,"M. sinensis"
"Mb-1147_12","Brau-2014","2014",NA,"1","16","13","FW",0.22,"M. sinensis"
"Mb-1147_12","Brau-2014","2014",NA,"1","16","13","MC",30.5556,"M. sinensis"
"Mb-1147_12","Brau-2014","2014",NA,"1","17","13","DM",0.132632,"M. sinensis"
"Mb-1147_12","Brau-2014","2014",NA,"1","17","13","FW",0.18,"M. sinensis"
"Mb-1147_12","Brau-2014","2014",NA,"1","17","13","MC",26.3158,"M. sinensis"
"Mb-1153_20","Brau-2014","2014",NA,"1","15","14","DM",0.220952,"M. sinensis"
"Mb-1153_20","Brau-2014","2014",NA,"1","15","14","FW",0.24,"M. sinensis"
"Mb-1153_20","Brau-2014","2014",NA,"1","15","14","MC",7.93651,"M. sinensis"
"Mb-1153_20","Brau-2014","2014",NA,"1","14","14","DM",0.297987,"M. sinensis"
"Mb-1153_20","Brau-2014","2014",NA,"1","14","14","FW",0.37,"M. sinensis"
"Mb-1153_20","Brau-2014","2014",NA,"1","14","14","MC",19.4631,"M. sinensis"
"Mb-1155_33","Brau-2014","2014",NA,"1","13","14","DM",0.0356757,"M. sacchariflorus"
"Mb-1155_33","Brau-2014","2014",NA,"1","13","14","FW",0.04,"M. sacchariflorus"
"Mb-1155_33","Brau-2014","2014",NA,"1","13","14","MC",10.8108,"M. sacchariflorus"
"Mb-1156_13","Brau-2014","2014",NA,"1","12","14","DM",0.0983443,"M. sinensis"
"Mb-1156_13","Brau-2014","2014",NA,"1","12","14","FW",0.15,"M. sinensis"
"Mb-1156_13","Brau-2014","2014",NA,"1","12","14","MC",34.4371,"M. sinensis"
"Mb-1162_20","Brau-2014","2014",NA,"1","11","14","DM",0.467979,"M. sacchariflorus"
"Mb-1162_20","Brau-2014","2014",NA,"1","11","14","FW",0.53,"M. sacchariflorus"
"Mb-1162_20","Brau-2014","2014",NA,"1","11","14","MC",11.7021,"M. sacchariflorus"
"Mb-1182_16","Brau-2014","2014",NA,"1","7","14","DM",0.231383,"M. sinensis"
"Mb-1182_16","Brau-2014","2014",NA,"1","7","14","FW",0.29,"M. sinensis"
"Mb-1182_16","Brau-2014","2014",NA,"1","7","14","MC",20.2128,"M. sinensis"
